ExerciseName,Link
Keiser Inner Range Hamstring,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Keiser Inner Range Hamstring.mp4
Keiser leg press fast CON,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Keiser leg press fast CON.mp4
Keiser pallof press,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Keiser pallof press.mp4
Keiser reverse fly's,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Keiser reverse fly's.mp4
Keiser Straight arm trunk rotation in standing,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Keiser Straight arm trunk rotation in standing.mp4
Keiser transverse pulls,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Keiser transverse pulls.mp4
Keiser trunk side flexion,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Keiser trunk side flexion.mp4
Keiser upward woodchop,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Keiser upward woodchop.mp4
Kettlebell deadlift with band around knees,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Kettlebell deadlift with band around knees.mp4
Kettlebell goblet squat with band around knees,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Kettlebell goblet squat with band around knees.mp4
Kicking cross against wall,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Kicking cross against wall.mp4
Knee curl machine sitting bilateral,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Knee curl machine sitting bilateral.mp4
Knee curl machine sitting unilateral,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Knee curl machine sitting unilateral.mp4
Knee extension machine bilateral concentric 90 to 0,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Knee extension machine bilateral concentric 90 to 0.mp4
Knee extension machine isometric hold at 60 degrees,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Knee extension machine isometric hold at 60 degrees.mp4
Knee extension machine unilateral concentric 90 to 0 degree,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Knee extension machine unilateral concentric 90 to 0 degree.mp4
Knee extension squeezing Ball between legs,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Knee extension squeezing Ball between legs.mp4
Knee flexion in standing supported,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Knee flexion in standing supported.mp4
Knee flexion in prone active,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Knee flexion in prone active.mp4
Knee flexion in standing unsupported,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Knee flexion in standing unsupported.mp4
Knee flextion in standig with elastic resistance,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Knee flextion in standig with elastic resistance.mp4
Knee flexion in standing with ankle weight,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Knee flexion in standing with ankle weight.mp4
Knee to Elbow cross abdominal curl,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Knee to Elbow cross abdominal curl.mp4
Knee terminal extension in standing active resisted elastic,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Knee terminal extension in standing active resisted elastic.mp4
Knee terminal extension in standing active,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Knee terminal extension in standing active.mp4
Kneeling Ball Throw,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Kneeling Ball Throw.mp4
Kneeling Keiser High Rows,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Kneeling Keiser High Rows.mp4
Kneeling thoracic extension and rotation needle thread with shoulder horizontal abduction adduction,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Kneeling throacic exytension and rotation needle thread with shoulder horizontal abduction adduction.mp4
Ladder diagonal hop over 1 square,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Ladder diagonal hop over 1 square.mp4
Ladder diagonal hop over 3 squares,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Ladder diagonal hop over 3 squares.mp4
Ladder diagonal run very third square both feet,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Ladder diagonal run very third square both feet.mp4
Ladder Hop Backwards,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Ladder Hop Backwards.mp4
Ladder hop forward every second square,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Ladder hop forward every second square.mp4
Ladder hop Forwards,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Ladder hop Forwards.mp4
Ladder hop Medical,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Ladder hop Medical.mp4
Ladder Hop with 90 deg rotation,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Ladder Hop with 90 deg rotation.mp4
Ladder run forward both feet every square,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Ladder run forward both feet every square.mp4
Ladder run forward one foot each square,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Ladder run forward one foot each square.mp4
Ladder run forward stepping outside every third square left and right feet,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Ladder run forward stepping outside every third square left and right feet.mp4
Ladder run forward stepping outside left and right feet,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Ladder run forward stepping outside left and right feet.mp4
Ladder run sideways both feet every square,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Ladder run sideways both feet every square.mp4
Ladder run sideways every third square,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Ladder run sideways every third square.mp4
Ladder run sideways every second square,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Ladder run sideways every second square.mp4
Ladder side hop repeat ito square,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Ladder side hop repeat ito square.mp4
Ladder side hop repeat over square,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Ladder side hop repeat over square.mp4
Landmine reverse lunge,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Landmine reverse lunge.mp4
Landmine Shoulder press,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Landmine Shoulder press.mp4
Lateral jump high knees,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Lateral jump high knees.mp4
Lat pull down,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Lat pull down.mp4
Lateral Hop with Tidal Tank,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Lateral Hop with Tidal Tank.mp4
Lateral line Hopping,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Lateral line Hopping.mp4
Lateral Lunge Dumbbell,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Lateral Lunge Dumbbell.mp4
Lateral lunge slide,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Lateral lunge slide.mp4
Lateral Lunge,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Lateral Lunge.mp4
Lateral Push Off to Cone,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Lateral Push Off to Cone.mp4
Lateral Push Off With Tidal tank,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Lateral Push Off With Tidal tank.mp4
Lateral reach trunk sideflexion in standing,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Lateral reach trunk sideflexion in standing.mp4
Laurent Sit Ups,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Laurent Sit Ups.mp4
Lawn chair recined reach up and down overhead unresisted,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Lawn chair recined reach up and down overhead unresisted.mp4
Leg Ext With Angle Weights,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Leg Ext With Angle Weights.mp4
Leg press isometric hoild at 40 deg,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Leg press isometric hoild at 40 deg.mp4
Leg extension full ROM,https://aspirezoneqa.sharepoint.com/sites/Rehabilitation-ExerciseVideos/Shared Documents/Exercise and assessment video library/Exercises/Unclassified/Exercise Videos from VCP/Leg extension full ROM.mp4
